S_SUPPKEY	S_NAME	S_ADDRESS	S_NATIONKEY	S_PHONE	S_ACCTBAL	S_COMMENT
939	Supplier#000000939       	mWBKbdzDn3yJNpOT8p	23	33-487-125-3117	7815.06	final, final courts are furiously! blithely unusual theodolites doubt slyly ironic requests. 
940	Supplier#000000940       	QqKPZBeHgcIKDeOfT6J8sRlg4	2	12-972-343-8810	5789.96	regular requests haggle fluffily toward the courts. idle accounts according to the regula
941	Supplier#000000941       	gqG2XEnVlzUhjjfQGYGlwk,jcaNsplI8Rleg	21	31-412-752-5573	3846.91	quickly silent ideas affix carefully. express deposits detect around the bl
942	Supplier#000000942       	VkukmyN0Dq3NkC1RMw2ZBk,I5icQfLFFG	24	34-943-753-9952	6074.75	ironic deposits sleep. blithely unusual accounts haggle fluffily after the daring
943	Supplier#000000943       	AaeNFJbUAF8MOb5VKA7wXB6	16	26-877-341-9002	5339.25	blithely express deposits are carefully. furious, express theodolites after the reg
944	Supplier#000000944       	tUVVFs351nHm	13	23-452-536-7876	7776.86	carefully ironic foxes use. slyly ironic requests doubt slyly carefully unusual deposits.
945	Supplier#000000945       	y8LENmYfvNpYOnHG4XdxLQGqjOPJJ4c0CacGxu8	1	11-785-307-6941	1706.26	carefully final deposits haggle foxe
946	Supplier#000000946       	RpFjkZmA ScvLe	15	25-522-937-5559	9093.75	slyly final foxes are slyly packages. carefully regular notornis det
947	Supplier#000000947       	6xS,tBAgcKGW,nXNhfm2Hv26uYicU3	18	28-277-111-4291	2699.78	bold packages haggle. blithely fluffy accounts haggle. regular accounts caj
948	Supplier#000000948       	LvcPHBbzYZKySxlda,0McYfaV2bb poGXMF	21	31-562-389-2753	9219.26	regular excuses integrate quickly. furiously ironic accounts wake blithely according to the furio
949	Supplier#000000949       	a,UE,6nRVl2fCphkOoetR1ajIzAEJ1Aa1G1HV	23	33-332-697-2768	91.39	silent, express theodolites ha
950	Supplier#000000950       	MukfcGGpbbRXp5v52Rx43QpPjU8RFB	1	11-888-171-3390	4992.53	even excuses wake closely around the furiously final pack
951	Supplier#000000951       	Tuh3kFB,zCuI,jtPmV,IMcXQF	2	12-561-627-9752	-511.17	special asymptotes believe carefully. blithely ironic packages around the slyly express instructions
952	Supplier#000000952       	n8W6MbJdih Ckh6wDvYJz84ZmabvK4yQDz	22	32-276-558-4960	8621.52	slyly even dependencies are furiously regular 
953	Supplier#000000953       	wTTb0ilU6Nba1VLsHj6k0jUt4TFFM6rvtXszzA 	21	31-642-490-3022	7916.56	pinto beans are slyly. fluffily final dolphins cajole slyly bold, even instructions. slyly bold 
954	Supplier#000000954       	P3O5p UFz1QsLmZX	6	16-537-341-8517	6721.7	ideas are final packages. unusual accounts promise ironic excuses. asymptot
955	Supplier#000000955       	7OFLXDHjSgGrFlHTg8VHFS4glUuN	17	27-839-781-6125	-408.45	slyly express deposits across the f
956	Supplier#000000956       	dmmnYeCuIZB7b2pWTOQ9zrAdi6zxwIrj4aT446L	18	28-741-846-4826	8068.26	final deposits breach fluffily accordin
957	Supplier#000000957       	mSpFa,4jJ5R40k10YOvGEtl4KYjo	23	33-616-674-6155	4324.51	quickly blithe packages wake. special instructions nag boldly 
958	Supplier#000000958       	uAjh0zBiJ0d	8	18-553-836-9296	3011.31	fluffily even platelets cajole slyly! carefully even asymptote
959	Supplier#000000959       	8grA EHBnwOZhO	7	17-108-642-3106	9032.15	special foxes sleep slyly regular requ
960	Supplier#000000960       	yk1dgGaQlbTN1YhnJjyM3ULEDDf	12	22-811-163-5363	1480.82	permanently ironic hockey players boost
961	Supplier#000000961       	jlfkD00x6r0M34ctcSTY3cABv4yWKcjvHV	15	25-911-416-1546	4139.88	even patterns sleep carefully carefully iro
962	Supplier#000000962       	0udWpU30ecw3XMLiEVhaM7I,BhufyzF4i	18	28-105-675-7555	1898.39	patterns use pending pinto 
963	Supplier#000000963       	s3WbU6w31FgnuZVtwGnH6PkyZFg	11	21-395-611-8793	4152.04	fluffily silent instructions boost a
964	Supplier#000000964       	JpH9YUQjGXD1GChWcPj9LEGMN8xwZkCzpdG8HlNb	7	17-693-102-9498	8411.78	busily ironic pinto beans nag. blithely 
965	Supplier#000000965       	aPiA00HXK1,L2FmArcXVT	7	17-117-423-8603	2843.8	quickly even requests use carefully. regular deposits may sleep blithely asymptotes. car
966	Supplier#000000966       	FRlJWy32I6TsERrGDq,GS7	4	14-681-361-1636	9657.79	carefully final accounts aro
967	Supplier#000000967       	uPDH,GMFjz	4	14-583-250-9472	502.38	packages must cajole attainments. special excuses across the express packages are slyly along the s
968	Supplier#000000968       	6idVVWn8RbFoZgPeyVJlQOJ	4	14-431-296-9521	4487.96	courts cajole. furiously final ideas around the enticingl
969	Supplier#000000969       	thRdVx7vCajVFs7gsK8VKxzydPiHvIKK,DtR	21	31-171-204-7902	162.06	bold requests are carefully evenly even frays. dolphins are blithely around the regu
970	Supplier#000000970       	FD,NVDvbAAT7rI6BdKI2rTo9UqH8AghW1e8DSJ	2	12-826-418-6561	4643.76	furiously silent requests sleep carefully along the ca
971	Supplier#000000971       	23XaUVLYuC3tQIPHCuLLgM5UawL	3	13-380-957-8529	709.58	final requests wake. regular, even realms inside the furiously bold foxes nag
972	Supplier#000000972       	MkZSNXPZf9g8ZW3ez TU, s6S9aPVY	12	22-291-368-8958	-203.99	carefully regular packages mold slyly slyly ironic grouche
973	Supplier#000000973       	5 nhBZ 03rG6EcOEDkZXvt	21	31-385-469-4031	1548.6	blithely final requests sleep furiously regular instructions. express packages sleep slyly alo
974	Supplier#000000974       	xIscm3sM7v5hU7NioMfSJ9tLeIBvSm3vGc	16	26-370-235-3418	-778.92	furious, pending dependencies cajole carefully according to the regular, fina
975	Supplier#000000975       	,AC e,tBpNwKb5xMUzeohxlRn, hdZJo73gFQF8y	3	13-892-333-9275	7577.42	ironically silent pinto beans integrate alongside of the slyly 
976	Supplier#000000976       	MVpCgFTl7sGge4cFxVXD	24	34-998-900-4911	4744.07	final requests use fluffily after the ironic courts. idle, special asymptotes at the furiousl
977	Supplier#000000977       	Kuud1x4l,UNEkRAQjCEsu	20	30-938-867-9723	3633.55	fluffily unusual asymptotes about the c
978	Supplier#000000978       	XzhDlm7Mr3RyWZL7PV6ush	16	26-135-110-8202	6104.45	final ideas play across the slyly bold grouches. pending warhorses are across the express package
979	Supplier#000000979       	cdvHjrKZR7iDlmSWU2a	10	20-151-688-1408	9538.15	deposits affix; special, ir
980	Supplier#000000980       	jfgiJfywBW88ZEYM 5V	13	23-105-829-3910	2783.33	ironic dolphins integrate blithely blithely bold platelets. slyl
981	Supplier#000000981       	uf24XV3FD7J0BY5FQ29Nbco8A	19	29-161-734-6046	5343.95	enticing requests haggle ideas. daring asymptotes nag slyly. escapades are. slyly regul
982	Supplier#000000982       	2GJow4mz8ZkIPUSibA0NZ3OyR5TkfHx0	10	20-884-330-2979	9763.28	slyly final somas wake. foxes sleep regular excuse
983	Supplier#000000983       	XOYb xohl2j0U7wTTUaT4F6DShKfH4Hv3p,hnP 	0	10-384-209-1825	2576.28	express packages after the s
984	Supplier#000000984       	6H6qqye iYbYzCmwWhj	21	31-519-879-5266	1444.79	special platelets snooze. furiously regular deposits alongside of the bold dependencies wak
985	Supplier#000000985       	kzI8mk3jN9F67EStJ 8dlpx 6GwZYwzXPFOKJ5R	1	11-131-656-2612	3524.1	slyly unusual theodolites mold. regular, r
986	Supplier#000000986       	tKoJtnykz0R39BWTgglt0rZxT	22	32-342-471-2481	3516.69	thin packages run slyly requests.
987	Supplier#000000987       	DAWJ1lDhybbSO3mngqD28aX	18	28-375-179-1732	-40.3	blithely pending instructions boost whithout the theodolites. furious
988	Supplier#000000988       	dFt73JWMYsSxR3 UQN K3FAz	0	10-630-928-4130	2536.81	deposits are quickly. even accounts sleep sometimes sentiments. blithely express deposits use 
989	Supplier#000000989       	e5uX8AJF,,zRIIDgJc YMB59ITz4v	1	11-895-219-9405	9098.64	quickly quick instructions subl
990	Supplier#000000990       	DeOjGX,4Ns1	2	12-647-684-5389	7985.78	blithely ironic pinto beans wake along
991	Supplier#000000991       	Bh4Danx VvUpMce x42	16	26-793-462-2874	4026.14	carefully express requests c
992	Supplier#000000992       	iZPAlGecV0uUsxMikQG7s	2	12-663-356-1288	4379.45	ideas use fluffily. even platelets sleep blithely according to the sly
993	Supplier#000000993       	z2NwUJ TPfd9MP8K3Blp1prYQ116 	2	12-316-384-2073	2336.52	regular dependencies around the slyly even 
994	Supplier#000000994       	0qF9I2cfv48Cu	4	14-183-331-6019	8855.24	unusual, even theodolites wake slyly. bold foxes are blithely. regular, close pinto beans haggle. sl
995	Supplier#000000995       	CgVUX8DtNbtug2M,N	18	28-180-818-2912	9025.9	furiously special courts nag slyly multipliers. furiously final theodolites play
996	Supplier#000000996       	Wx4dQwOAwWjfSCGupfrM	7	17-447-811-3282	6329.9	pending, express instructions cajole enticingly blithely regular accounts. carefully
997	Supplier#000000997       	7eUWMrOCKCp2JYas6P4mL93eaWIOtKKWtTX	3	13-221-322-7971	3659.56	theodolites nag furiously; carefully regular somas cajo
998	Supplier#000000998       	lgaoC,43IUbHf3Ar5odS8wQKp	15	25-430-605-1180	3282.62	slyly ironic packages about the slyly ironic packages sleep slyl
999	Supplier#000000999       	XIA9uPu,fDZTOC,ItOGKYNXnoTvCuULtzmnSk	2	12-991-892-1050	3898.69	slyly final dependencies against the furio
1000	Supplier#000001000       	sep4GQHrXe	17	27-971-649-2792	7307.62	blithely final instructions 
